

---

Russians - Sting
SING-Moonlight Thoughts - SING女團
SNAP - Rosa Linn
STAR WALKIN' (League of Legends Worlds Anthem) - Lil Nas X
STAY (with Justin Bieber) - The Kid LAROI
Sacrifice - Elton John
Sad Fuck - Ryan Mack
Safe And Sound - Capital Cities
Sail - AWOLNATION
Satellite - Rise Against
Save Me - with Lainey Wilson - Jelly Roll
Save Me, San Francisco - Train
Save Tonight - Eagle-Eye Cherry
Save You a Seat - Alex Warren
Save a Horse (Ride a Cowboy) - Big & Rich
Save the Last Dance for Me - The Drifters
Savin' Me - Nickelback
Savior - Rise Against
Say - John Mayer
Say Fuck It - Buckcherry
Say You'll Haunt Me - Stone Sour
Scared To Start - Michael Marcagi
Scarlet Cross - Black Veil Brides
Scars - Papa Roach
School's Out - Alice Cooper
Second Chance - Shinedown
Second Nature - Oscar Blue
Secrets - OneRepublic
Self Esteem - The Offspring
Selfish - Justin Timberlake
Senbonzakura - KuroUsa(WhiteFlame)
Separate Ways (Worlds Apart) - Journey
September - Earth, Wind & Fire
Seven Deadly Sins - MAN WITH A MISSION
Seven Nation Army - The White Stripes
Sex & Candy - Marcy Playground
Señorita - Shawn Mendes
Shadow of the Day - Linkin Park
Shape of You - Ed Sheeran
Shattered Reflections_12236 -
She Ain't You - New Hollow
She Don't Know Me - Bon Jovi
She Hates Me - Puddle Of Mudd
Shine - PENTAGON
Shinzo wo Sasageyo ! - Linked Horizon
Shoop - Salt-N-Pepa
Shot in the Dark - Ozzy Osbourne
Shotgun Rider - Tim McGraw
Shoukei to Shikabane no Michi - Linked Horizon
Show Me What I'm Looking For - Carolina Liar
Shut Up - Alan Walker
Shut Up and Dance - WALK THE MOON
Sick of It - Skillet
Sign - FLOW
Silence Is The Enemy - Papa Roach
Since U Been Gone - Kelly Clarkson
Sincerely - TRUE
Single Ladies (Put a Ring on It) - Beyoncé
Sister Christian - Night Ranger
Sk8er Boi - Avril Lavigne
Skyreach - Sora Amamiya
Sloppy Seconds - Watsky
Slow It Down - Benson Boone
Slut Like You - P!nk
Small Town - John Mellencamp
Smooth (feat. Rob Thomas) - Santana
Smooth Criminal (Radio Edit) - Michael Jackson
Smooth Criminal - Alien Ant Farm
Snow (Hey Oh) - Red Hot Chili Peppers
Sober - Demi Lovato
Soldiers - Otherwise
Soldiers Under Command - Stryper
Solo - Myles Smith
Some Nights - fun.
Somebody Save Me - Eminem
Somebody To Love - Remastered 2011 - Queen
Somebody Told Me - Måneskin
Somebody Told Me - The Killers
Someday Girl - Hunter Hayes
Someone Like You - Adele
Something More - Sugarland
Something Real - Dierks Bentley
Something in Your Mouth - Nickelback
Sometime Around Midnight - The Airborne Toxic Event
Somewhere Over The Rainbow_What A Wonderful World - Israel Kamakawiwo'ole
Song #3 - Stone Sour
Sorry - Buckcherry
Sorry - Stryper
Sound of Madness - Shinedown
Southern Girl - Tim McGraw
Sparkle - movie ver. - RADWIMPS
Speed Of Life - Sugarland
St. Elmos Fire (Man in Motion) - John Parr
Stand By Me - Ben E. King
Stand By Me - Forestella
Stargazing - Myles Smith
Stars Will Align - Kygo
Starships - Nicki Minaj
Start Me Up - Remastered 2009 - The Rolling Stones
Starving - Hailee Steinfeld
Stay - Zedd
Steady, As She Goes - The Raconteurs
Stereo Hearts (feat. Adam Levine) - Gym Class Heroes
Stick Season - Noah Kahan
Still Counting - Volbeat
Still Swingin' - Papa Roach
Still Waiting - Sum 41
Still into You - Paramore
Stop And Stare - OneRepublic
Storm Warning - Hunter Hayes
Story of My Life - One Direction
Strawberry Moon - Dennis van Aarssen
Strength to Leave -
Stressed Out - Twenty One Pilots
Stronger (What Doesn't Kill You) - Kelly Clarkson
Stronger Than Ashes ext v1 - Udio v1.5
Stuck Like Glue - Sugarland
Sugar - Maroon 5
Sugar, We're Goin Down - Fall Out Boy
Summer - Calvin Harris
Summer Of '69 - Bryan Adams
Sunflower - Spider-Man: Into the Spider-Verse - Post Malone
Sweet Caroline - Neil Diamond
Sweet Dreams (Are Made of This) - 2005 Remaster - Eurythmics
Sweet but Psycho - Ava Max
Swing - Trace Adkins
Swing Life Away - Rise Against
Symphony Of Destruction - Remastered 2012 - Megadeth
T.M.I - Meet Me @ The Altar
T.N.T. - AC/DC
THE DAY - PornoGraffitti
TOMORROW - Machico
TRUCK BED - HARDY
TRUSTFALL - P!nk
Take It Out On Me - Thousand Foot Krutch
Take Me Home Tonight - Eddie Money
Take Me Home, Country Roads - John Denver
Take Me Out - Franz Ferdinand
Take Me to Church - Hozier
Take on Me - a-ha
Takin' Care Of Business - Bachman-Turner Overdrive
Taking back my life_5 -
Teardrops - Bring Me The Horizon
Teenagers - My Chemical Romance
Teeth - 5 Seconds of Summer
Temperature - Sean Paul
Tennessee Love - Yelawolf
Tequila Makes Her Clothes Fall Off - Joe Nichols
That'll Be The Day - Buddy Holly
That's My Kind Of Night - Luke Bryan
That's What I Like - Alan Walker Remix - Bruno Mars
That's What I Like - Bruno Mars
That's What You Get - Paramore
The Basic Tune -
The Better Me - Beartooth
The Boys Are Back In Town - Thin Lizzy
The Boys Of Summer - Don Henley
The Catalyst - Linkin Park
The Cost of Silence -
The Devil Went Down to Georgia - The Charlie Daniels Band
The Devil's Bleeding Crown - Volbeat
The Diary of Jane - Single Version - Breaking Benjamin
The Door - Teddy Swims
The Drug In Me Is You - Falling In Reverse
The Edge Of Glory - Lady Gaga
The Emptiness Machine - Linkin Park
The Final Countdown - Europe
The Folkiest of Folks -
The Great Escape - BOYS LIKE GIRLS
The Heart of Rock -
The Impression That I Get - The Mighty Mighty Bosstones
The In-Between - In This Moment
The Irish Rover - The Dubliners
The Kids Aren't Alright - The Offspring
The Kill - Thirty Seconds To Mars
The Light - Disturbed
The Logical Song - Supertramp
The Longest Time - Billy Joel
The Man Who Can't Be Moved - The Script
The Middle - Jimmy Eat World
The Middle - Zedd
The Monster - Eminem
The Night We Met - Lord Huron
The Nights - Avicii
The One That Got Away - Hunter Hayes
The Phoenix - Fall Out Boy
The Power Of Love - Huey Lewis & The News
The Pretender - Foo Fighters
The Promise - In This Moment
The Reason - Hoobastank
The Trooper - 2015 Remaster - Iron Maiden
The Twist - Chubby Checker
The Wanderer - Dion
The Winner Takes It All - ABBA
The Woods - Zac Brown Band
These Days - Tide Lines
They Don't Care About Us - Michael Jackson
Thinking Of You (And Me) - Love and Theft
Thinking out Loud - Ed Sheeran
This Is Gospel - Panic! At The Disco
This Love (Will Be Your Downfall) - Ellie Goulding
This Love - Maroon 5
This Moment - In This Moment
This Time - David Meece
This Town - Niall Horan
Thnks fr th Mmrs - Fall Out Boy
Thriller - Single Version - Michael Jackson
Through Glass - Stone Sour
Through the Fire and Flames - DragonForce
Thumbs - Sabrina Carpenter
Thunder - Imagine Dragons
Thunderstruck - AC/DC
TiK ToK - Kesha
Tidal Wave - Ciaran McMeeken
Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - 1998 Remastered - Dawn
Timber - Pitbull
Time In A Bottle - Forestella
Time Is Gone -
Time Is Love - Josh Turner
Tiny Dancer - Elton John
Tired - Stone Sour
Tissues - YUNGBLUD
To Hell and Back - Sabaton
To Hell with the Devil - Stryper
To My Love_12224 -
Today - 2011 Remaster - The Smashing Pumpkins
Together Forever - Rick Astley
Told You So - The Band CAMINO
Tonight - Sugarland
Tonight Tonight - Hot Chelle Rae
Too Sweet - Hozier
Touch off - UVERworld
Treasure - Bruno Mars
Trees - Marty Casey
Troubled Waters - Alex Warren
Troublemaker (feat. Flo Rida) - Olly Murs
Truth Hurts - Lizzo
Try - Colbie Caillat
Try - P!nk
Try Everything - Shakira
Try Try Try - Nikki Yanofsky
Twist And Shout - Remastered 2009 - The Beatles
Twisted Reflections_12241 -
Two Less Lonely People In the World - Air Supply
Two Out of Three Ain't Bad - Meat Loaf
Two Princes - Spin Doctors
U + Ur Hand - P!nk
U Can't Touch This - MC Hammer
Ugly Heart - G.R.L.
Uma Thurman - Fall Out Boy
Umbrella - Rihanna
Unchained Melody - The Righteous Brothers
Under Pressure - Remastered 2011 - Queen
Under the Bridge - Red Hot Chili Peppers
Unsteady - X Ambassadors
Unstoppable - Sia
Until I Found You - Stephen Sanchez
Until The End - Breaking Benjamin
Unwell - Matchbox Twenty
Unwritten - Natasha Bedingfield
Up & Down - EXID
Uprising - Muse
Uptown Funk (feat. Bruno Mars) - Mark Ronson
Uptown Girl - Billy Joel
Use Somebody - Kings of Leon
Vegas Lights - Panic! At The Disco
Very Very Very - I.O.I
Victoria's Secret - Jax
Victorious - Panic! At The Disco
Video Killed The Radio Star - The Buggles
Vital (From "Angels of Death Animation") - Nordex
Viva La Vida - Coldplay
Voices - Damiano David
Voices In My Head - Falling In Reverse
WE PRAY - Single Version - Coldplay
Wagon Wheel - Darius Rucker
Wait For You - Myles Smith
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) - Shakira
Wake Me Up - Avicii
Wake Me Up Before You Go-Go - Wham!
Wake Me up When September Ends - Green Day
Wake Up - Black Veil Brides
Wake Up! - MeTalkPretty
Wake up Sunshine - 2002 Remaster - Chicago
Walk - Pantera
Walk Away - Kelly Clarkson
Walk Me Home - P!nk
Walk of Life - Dire Straits
Walk of Shame - P!nk
Wanna Be Startin' Somethin' - Michael Jackson
Wannabe - Spice Girls
Wanted - Hunter Hayes
Wanted Dead Or Alive - Bon Jovi
War of Change - Thousand Foot Krutch
Warrior of the Mind - Jorge Rivera-Herrans
Wash It All Away - Five Finger Death Punch
Watch The World Burn - Falling In Reverse
We Are Legends - Majesty
We Are The Champions - Remastered 2011 - Queen
We Are Young (feat. Janelle Monáe) - fun.
We Built This City - Starship
We Didn't Start the Fire - Billy Joel
We Will Rock You - Remastered 2011 - Queen
We're Not Gonna Take It - Twisted Sister
Welcome to the Black Parade - My Chemical Romance
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix - Nathan Evans
What About Us - P!nk
What Hurts The Most - Rascal Flatts
What I've Done - Linkin Park
What You Gonna Do (Duet with Ashley Monroe) - Encore - Hunter Hayes
What's Love Got to Do with It - Tina Turner
Whataya Want from Me - Adam Lambert
Whatever It Takes - Imagine Dragons
Wheel in the Sky - Journey
When Doves Cry - Prince
When I See You Smile - Bad English
When I'm Alone - Lissie
When We Stand Together - Nickelback
When You Were Young - The Killers
Whenever, Wherever - Shakira
Where Are You (B.o.B vs. Bobby Ray) - B.o.B
Where Did The Angels Go - Papa Roach
Where I Come From - Montgomery Gentry
Where We Left Off - Hunter Hayes
Where You Are - Christopher Jackson
Wherever You Will Go - The Calling
Whistle (While You Work It) - Katy Tiz
Whistle - Flo Rida
White Knuckles - OK Go
White Night - Forestella
White Winter Hymnal (Fleet Foxes Cover) - Pentatonix
Who Am I to Say - Hope
Who Do You Trust? - Papa Roach
Who Knew - Edit - P!nk
Who Says You Can't Go Home (Duet with Jennifer Nettles) - Bon Jovi
Why Don't We Just Dance - Josh Turner
Will You Still Love Me? - Chicago
Winter In Chicago - Flatfoot 56
With Arms Wide Open - Creed
Won't Go Home Without You - Maroon 5
World's End Dancehall -MIKUNOPOLIS in LOS ANGELES Live- - wowaka
World's Smallest Violin - AJR
Would You Go With Me - Josh Turner
Wrong Side of Heaven - Five Finger Death Punch
X Marks the Spot - Sonata Arctica
Yeah! (feat. Lil Jon & Ludacris) - USHER
Yelling Aint Love (1) -
Yelling Aint Love -
Yellow - Coldplay
Ymca - Village People
You Ain't Seen Nothing Yet - Bachman-Turner Overdrive
You And Me - Lifehouse
You Are The Reason - Calum Scott
You Can't Hurry Love - 2016 Remaster - Phil Collins
You Can't Stop Me - Andy Mineo
You Found Me - Kelly Clarkson
You Give Love A Bad Name - Bon Jovi
You Look Good In My Shirt - Keith Urban
You Make Me Feel... (feat. Sabi) - Cobra Starship
You Put A Spell On Me - Austin Giorgio
You Raise Me Up - Josh Groban
You Shook Me All Night Long - AC/DC
You Spin Me Round (Like a Record) - Dead Or Alive
You and Me - Yelawolf
You should be sad - Halsey
You're Beautiful - James Blunt
You're Gonna Go Far, Kid - The Offspring
You're The First, The Last, My Everything - Barry White
Youngblood - 5 Seconds of Summer
Your Man - Josh Turner
Your Smile - Josh Turner
Youth of the Nation - P.O.D.
Yumetourou - RADWIMPS
Yuri on ICE - Taro Umebayashi
ZOMBIFIED - Falling In Reverse
Zen Zen Zense (From "Kimi No Na Wa") [Feat. Kuroノ] - re:TYE
Zombie - Bad Wolves
a thousand years - Christina Perri
again - YUI
agoraphobic - CORPSE
black bullet - fripSide
chAngE - miwa
crossing field - LiSA
database - MAN WITH A MISSION
feelslikeimfallinginlove - Single Version - Coldplay
good 4 u - Olivia Rodrigo
greedy - Tate McRae
human - Christina Perri
i am not who i was - Chance Peña
jar of hearts - Christina Perri
melancholic - Junky Zice
only my railgun - fripSide
quiet motions - mxmtoon
to the beginning - Kalafina
veil - 須田景凪
we can't be friends (wait for your love) - Ariana Grande
うまるん体操 - 妹S(シスターズ)[土間うまる(CV:田中あいみ)/海老名菜々(CV:影山 灯)/本場切絵(CV:白石晴香)/橘・シルフィンフォード(CV:古川由利奈)]
お願いマッスル - 紗倉ひびき(CV:ファイルーズあい)
かくしん的☆めたまるふぉ〜ぜっ! - 土間うまる(CV:田中あいみ)
だってアタシのヒーロー。 - LiSA
とまどい→レシピ - みかくにんぐッ!
ないものねだり - KANA-BOON
アップデート - miwa
イマジネーション - SPYAIR
インフェルノ - Mrs. GREEN APPLE
ココロオドル -original version- - nobodyknows+
コネクト - ClariS
ゴールデンタイムラバー - Sukima Switch
シルエット - KANA-BOON
チキチキバンバン - QUEENDOM
バイバイ YESTERDAY - 3年E組うた担(渚&茅野&業&磯貝&前原)
ヒトリゴト - ClariS
ヒャダインのカカカタ☆カタオモイ-C - HYADAIN
ピノとアメリ - Huwie Ishizaki
ピースサイン - Kenshi Yonezu
フィクション - sumika
ブルーバード - Ikimonogakari
ホタルノヒカリ - Ikimonogakari
ヨトギバナシ - KanoeRana
三原色 - PELICAN FANCLUB
乱舞のメロディ - SID
君のせい - the peggies
宇宙の記憶 - Maaya Sakamoto
恋愛サーキュレーション - 物語シリーズ
料理長自慢のマイセット定食 - Akihiko Narita
楽園 - Fujifabric
残響散歌 - Aimer
津波 - Esprit D'Air
熱情のスペクトラム - Ikimonogakari
白金ディスコ - 物語シリーズ
空に歌えば - amazarashi
紅蓮華 - LiSA
遥か彼方 - ASIAN KUNG-FU GENERATION
青春サツバツ論 - Full size - 3年E組うた担(渚&茅野&業&磯貝&前原)
風ノ唄 - FLOW
＊〜アスタリスク〜 - ORANGE RANGE
